2025-06-11 21:25:18 INFO Starting training with configuration: {'model': {'name': 'unet', 'alias': 'unet_resnet18', 'encoder_name': 'resnet18', 'encoder_weights': 'None', 'in_channels': 1, 'classes': 1, 'activation': 'sigmoid', 'dropout': 0.2}, 'dataset': {'root': '/home/smadper/TFM/datasets/laticifers', 'image_size': [512, 512], 'patch_size': [512, 512], 'stride': [256, 256], 'num_patches': 10, 'dataset_csv': 'laticifer_dataset_index.csv', 'num_workers': 4}, 'train': {'batch_size': 4, 'num_epochs': 150, 'learning_rate': 0.001, 'accumulation_steps': 1, 'save_dir': '/home/smadper/TFM/checkpoints', 'log_interval': 1, 'patience': 15, 'experiment_name': 'unet_resnet18_patched_overlapped', 'timestamp': '20250611_212518'}, 'test': {'batch_size': 1, 'save_dir': '/home/smadper/TFM/results'}}
2025-06-11 21:25:18 INFO Loading model unet with settings {'name': 'unet', 'alias': 'unet_resnet18', 'encoder_name': 'resnet18', 'encoder_weights': 'None', 'in_channels': 1, 'classes': 1, 'activation': 'sigmoid', 'dropout': 0.2}
2025-06-11 21:25:40 INFO Epoch 001 | Train Loss: 0.8580 | Val Loss: 0.9067 | Dice: 0.3130 | IoU: 0.2436 | LR: 0.001000
2025-06-11 21:29:40 INFO Epoch 012 | Train Loss: 0.7336 | Val Loss: 0.7372 | Dice: 0.4260 | IoU: 0.3563 | LR: 0.001000
2025-06-11 21:30:02 INFO Epoch 013 | Train Loss: 0.7240 | Val Loss: 0.7130 | Dice: 0.4576 | IoU: 0.3762 | LR: 0.001000
2025-06-11 21:30:24 INFO Epoch 014 | Train Loss: 0.7214 | Val Loss: 0.7177 | Dice: 0.4833 | IoU: 0.3920 | LR: 0.001000
2025-06-11 21:30:46 INFO Epoch 015 | Train Loss: 0.7158 | Val Loss: 0.7315 | Dice: 0.4608 | IoU: 0.3730 | LR: 0.001000
2025-06-11 21:31:09 INFO Epoch 016 | Train Loss: 0.7166 | Val Loss: 0.7236 | Dice: 0.4638 | IoU: 0.3784 | LR: 0.001000
2025-06-11 21:31:30 INFO Epoch 017 | Train Loss: 0.7069 | Val Loss: 0.7282 | Dice: 0.4582 | IoU: 0.3777 | LR: 0.001000
2025-06-11 21:31:52 INFO Epoch 018 | Train Loss: 0.7078 | Val Loss: 0.7043 | Dice: 0.4775 | IoU: 0.3902 | LR: 0.001000
2025-06-11 21:32:14 INFO Epoch 019 | Train Loss: 0.7034 | Val Loss: 0.7218 | Dice: 0.4359 | IoU: 0.3597 | LR: 0.001000
2025-06-11 21:32:36 INFO Epoch 020 | Train Loss: 0.6963 | Val Loss: 0.6897 | Dice: 0.5124 | IoU: 0.4154 | LR: 0.001000
2025-06-11 21:32:58 INFO Epoch 021 | Train Loss: 0.6995 | Val Loss: 0.6960 | Dice: 0.4683 | IoU: 0.3867 | LR: 0.001000
2025-06-11 21:33:19 INFO Epoch 022 | Train Loss: 0.7030 | Val Loss: 0.6828 | Dice: 0.5125 | IoU: 0.4149 | LR: 0.001000
2025-06-11 21:33:41 INFO Epoch 023 | Train Loss: 0.6959 | Val Loss: 0.6809 | Dice: 0.5072 | IoU: 0.4121 | LR: 0.001000
2025-06-11 21:34:03 INFO Epoch 024 | Train Loss: 0.6880 | Val Loss: 0.6904 | Dice: 0.4709 | IoU: 0.3867 | LR: 0.001000
2025-06-11 21:34:25 INFO Epoch 025 | Train Loss: 0.6912 | Val Loss: 0.7035 | Dice: 0.4819 | IoU: 0.3906 | LR: 0.001000
2025-06-11 21:34:47 INFO Epoch 026 | Train Loss: 0.6975 | Val Loss: 0.7000 | Dice: 0.4007 | IoU: 0.3162 | LR: 0.001000
2025-06-11 21:35:09 INFO Epoch 027 | Train Loss: 0.6860 | Val Loss: 0.6874 | Dice: 0.5082 | IoU: 0.4135 | LR: 0.001000
2025-06-11 21:35:31 INFO Epoch 028 | Train Loss: 0.6881 | Val Loss: 0.6801 | Dice: 0.4971 | IoU: 0.4056 | LR: 0.001000
2025-06-11 21:35:53 INFO Epoch 029 | Train Loss: 0.6789 | Val Loss: 0.6732 | Dice: 0.5148 | IoU: 0.4156 | LR: 0.001000
2025-06-11 21:36:15 INFO Epoch 030 | Train Loss: 0.6796 | Val Loss: 0.6808 | Dice: 0.4982 | IoU: 0.4058 | LR: 0.001000
2025-06-11 21:36:37 INFO Epoch 031 | Train Loss: 0.6732 | Val Loss: 0.6679 | Dice: 0.5196 | IoU: 0.4226 | LR: 0.001000
2025-06-11 21:36:59 INFO Epoch 032 | Train Loss: 0.6804 | Val Loss: 0.6712 | Dice: 0.4656 | IoU: 0.3647 | LR: 0.001000
2025-06-11 21:37:21 INFO Epoch 033 | Train Loss: 0.6728 | Val Loss: 0.6701 | Dice: 0.5244 | IoU: 0.4258 | LR: 0.001000
2025-06-11 21:37:43 INFO Epoch 034 | Train Loss: 0.6745 | Val Loss: 0.6721 | Dice: 0.5235 | IoU: 0.4201 | LR: 0.001000
2025-06-11 21:38:05 INFO Epoch 035 | Train Loss: 0.6812 | Val Loss: 0.6827 | Dice: 0.4943 | IoU: 0.4023 | LR: 0.001000
2025-06-11 21:38:27 INFO Epoch 036 | Train Loss: 0.6725 | Val Loss: 0.6700 | Dice: 0.5113 | IoU: 0.4137 | LR: 0.001000
2025-06-11 21:38:49 INFO Epoch 037 | Train Loss: 0.6687 | Val Loss: 0.7013 | Dice: 0.4063 | IoU: 0.3145 | LR: 0.001000
2025-06-11 21:39:11 INFO Epoch 038 | Train Loss: 0.6753 | Val Loss: 0.6688 | Dice: 0.5268 | IoU: 0.4276 | LR: 0.001000
2025-06-11 21:39:33 INFO Epoch 039 | Train Loss: 0.6775 | Val Loss: 0.6745 | Dice: 0.5024 | IoU: 0.4101 | LR: 0.001000
2025-06-11 21:39:55 INFO Epoch 040 | Train Loss: 0.6707 | Val Loss: 0.6670 | Dice: 0.5257 | IoU: 0.4258 | LR: 0.001000
2025-06-11 21:40:17 INFO Epoch 041 | Train Loss: 0.6615 | Val Loss: 0.6606 | Dice: 0.5187 | IoU: 0.4208 | LR: 0.001000
2025-06-11 21:40:39 INFO Epoch 042 | Train Loss: 0.6629 | Val Loss: 0.6608 | Dice: 0.5327 | IoU: 0.4331 | LR: 0.001000
2025-06-11 21:41:01 INFO Epoch 043 | Train Loss: 0.6608 | Val Loss: 0.6607 | Dice: 0.5205 | IoU: 0.4211 | LR: 0.001000
2025-06-11 21:41:22 INFO Epoch 044 | Train Loss: 0.6634 | Val Loss: 0.6720 | Dice: 0.4834 | IoU: 0.3883 | LR: 0.001000
2025-06-11 21:41:44 INFO Epoch 045 | Train Loss: 0.6679 | Val Loss: 0.6634 | Dice: 0.5225 | IoU: 0.4224 | LR: 0.001000
2025-06-11 21:42:06 INFO Epoch 046 | Train Loss: 0.6709 | Val Loss: 0.6726 | Dice: 0.5212 | IoU: 0.4219 | LR: 0.001000
2025-06-11 21:42:28 INFO Epoch 047 | Train Loss: 0.6610 | Val Loss: 0.6567 | Dice: 0.5418 | IoU: 0.4385 | LR: 0.001000
2025-06-11 21:42:50 INFO Epoch 048 | Train Loss: 0.6675 | Val Loss: 0.6542 | Dice: 0.5405 | IoU: 0.4362 | LR: 0.001000
2025-06-11 21:43:12 INFO Epoch 049 | Train Loss: 0.6568 | Val Loss: 0.6630 | Dice: 0.5150 | IoU: 0.4145 | LR: 0.001000
2025-06-11 21:43:33 INFO Epoch 050 | Train Loss: 0.6584 | Val Loss: 0.6574 | Dice: 0.5350 | IoU: 0.4346 | LR: 0.001000
2025-06-11 21:43:56 INFO Epoch 051 | Train Loss: 0.6650 | Val Loss: 0.6643 | Dice: 0.5275 | IoU: 0.4279 | LR: 0.001000
2025-06-11 21:44:18 INFO Epoch 052 | Train Loss: 0.6641 | Val Loss: 0.6687 | Dice: 0.5184 | IoU: 0.4174 | LR: 0.001000
2025-06-11 21:44:39 INFO Epoch 053 | Train Loss: 0.6694 | Val Loss: 0.6585 | Dice: 0.5408 | IoU: 0.4350 | LR: 0.001000
2025-06-11 21:45:02 INFO Epoch 054 | Train Loss: 0.6662 | Val Loss: 0.6668 | Dice: 0.5401 | IoU: 0.4368 | LR: 0.001000
2025-06-11 21:45:24 INFO Epoch 055 | Train Loss: 0.6596 | Val Loss: 0.6645 | Dice: 0.5206 | IoU: 0.4233 | LR: 0.001000
2025-06-11 21:45:46 INFO Epoch 056 | Train Loss: 0.6579 | Val Loss: 0.6616 | Dice: 0.5309 | IoU: 0.4305 | LR: 0.001000
2025-06-11 21:46:07 INFO Epoch 057 | Train Loss: 0.6514 | Val Loss: 0.6563 | Dice: 0.5116 | IoU: 0.4110 | LR: 0.001000
2025-06-11 21:46:29 INFO Epoch 058 | Train Loss: 0.6510 | Val Loss: 0.6651 | Dice: 0.5008 | IoU: 0.4077 | LR: 0.001000
2025-06-11 21:46:51 INFO Epoch 059 | Train Loss: 0.6538 | Val Loss: 0.6514 | Dice: 0.5320 | IoU: 0.4285 | LR: 0.001000
2025-06-11 21:47:13 INFO Epoch 060 | Train Loss: 0.6561 | Val Loss: 0.6485 | Dice: 0.5423 | IoU: 0.4409 | LR: 0.001000
2025-06-11 21:47:35 INFO Epoch 061 | Train Loss: 0.6527 | Val Loss: 0.6529 | Dice: 0.5364 | IoU: 0.4365 | LR: 0.001000
2025-06-11 21:47:57 INFO Epoch 062 | Train Loss: 0.6532 | Val Loss: 0.6503 | Dice: 0.5310 | IoU: 0.4286 | LR: 0.001000
2025-06-11 21:48:18 INFO Epoch 063 | Train Loss: 0.6517 | Val Loss: 0.6590 | Dice: 0.5124 | IoU: 0.4113 | LR: 0.001000
2025-06-11 21:48:40 INFO Epoch 064 | Train Loss: 0.6495 | Val Loss: 0.6532 | Dice: 0.4989 | IoU: 0.3949 | LR: 0.001000
2025-06-11 21:49:02 INFO Epoch 065 | Train Loss: 0.6454 | Val Loss: 0.6578 | Dice: 0.5086 | IoU: 0.4069 | LR: 0.001000
2025-06-11 21:49:25 INFO Epoch 066 | Train Loss: 0.6530 | Val Loss: 0.6756 | Dice: 0.4799 | IoU: 0.3881 | LR: 0.001000
2025-06-11 21:49:46 INFO Epoch 067 | Train Loss: 0.6509 | Val Loss: 0.6544 | Dice: 0.5079 | IoU: 0.4071 | LR: 0.001000
2025-06-11 21:50:08 INFO Epoch 068 | Train Loss: 0.6549 | Val Loss: 0.6692 | Dice: 0.5042 | IoU: 0.4099 | LR: 0.001000
2025-06-11 21:50:30 INFO Epoch 069 | Train Loss: 0.6519 | Val Loss: 0.6575 | Dice: 0.5189 | IoU: 0.4149 | LR: 0.001000
2025-06-11 21:50:52 INFO Epoch 070 | Train Loss: 0.6411 | Val Loss: 0.6561 | Dice: 0.5248 | IoU: 0.4216 | LR: 0.001000
2025-06-11 21:51:14 INFO Epoch 071 | Train Loss: 0.6438 | Val Loss: 0.6624 | Dice: 0.5331 | IoU: 0.4296 | LR: 0.000500
2025-06-11 21:51:36 INFO Epoch 072 | Train Loss: 0.6406 | Val Loss: 0.6481 | Dice: 0.5424 | IoU: 0.4399 | LR: 0.000500
2025-06-11 21:51:57 INFO Epoch 073 | Train Loss: 0.6383 | Val Loss: 0.6473 | Dice: 0.5496 | IoU: 0.4432 | LR: 0.000500
2025-06-11 21:52:19 INFO Epoch 074 | Train Loss: 0.6406 | Val Loss: 0.6505 | Dice: 0.5194 | IoU: 0.4170 | LR: 0.000500
2025-06-11 21:52:41 INFO Epoch 075 | Train Loss: 0.6391 | Val Loss: 0.6448 | Dice: 0.5111 | IoU: 0.4032 | LR: 0.000500
2025-06-11 21:53:04 INFO Epoch 076 | Train Loss: 0.6323 | Val Loss: 0.6487 | Dice: 0.5271 | IoU: 0.4250 | LR: 0.000500
2025-06-11 21:53:26 INFO Epoch 077 | Train Loss: 0.6324 | Val Loss: 0.6510 | Dice: 0.5299 | IoU: 0.4290 | LR: 0.000500
2025-06-11 21:53:48 INFO Epoch 078 | Train Loss: 0.6341 | Val Loss: 0.6524 | Dice: 0.5111 | IoU: 0.4095 | LR: 0.000500
2025-06-11 21:54:10 INFO Epoch 079 | Train Loss: 0.6355 | Val Loss: 0.6508 | Dice: 0.5406 | IoU: 0.4374 | LR: 0.000500
2025-06-11 21:54:32 INFO Epoch 080 | Train Loss: 0.6304 | Val Loss: 0.6463 | Dice: 0.5440 | IoU: 0.4407 | LR: 0.000500
2025-06-11 21:54:53 INFO Epoch 081 | Train Loss: 0.6302 | Val Loss: 0.6507 | Dice: 0.5233 | IoU: 0.4222 | LR: 0.000500
2025-06-11 21:55:15 INFO Epoch 082 | Train Loss: 0.6325 | Val Loss: 0.6499 | Dice: 0.5163 | IoU: 0.4114 | LR: 0.000500
2025-06-11 21:55:37 INFO Epoch 083 | Train Loss: 0.6310 | Val Loss: 0.6554 | Dice: 0.4969 | IoU: 0.3942 | LR: 0.000500
2025-06-11 21:55:59 INFO Epoch 084 | Train Loss: 0.6318 | Val Loss: 0.6465 | Dice: 0.5214 | IoU: 0.4180 | LR: 0.000500
2025-06-11 21:56:21 INFO Epoch 085 | Train Loss: 0.6238 | Val Loss: 0.6549 | Dice: 0.4851 | IoU: 0.3852 | LR: 0.000500
2025-06-11 21:56:43 INFO Epoch 086 | Train Loss: 0.6202 | Val Loss: 0.6563 | Dice: 0.4713 | IoU: 0.3726 | LR: 0.000250
2025-06-11 21:57:05 INFO Epoch 087 | Train Loss: 0.6200 | Val Loss: 0.6462 | Dice: 0.5103 | IoU: 0.4053 | LR: 0.000250
2025-06-11 21:57:27 INFO Epoch 088 | Train Loss: 0.6183 | Val Loss: 0.6485 | Dice: 0.4819 | IoU: 0.3776 | LR: 0.000250
2025-06-11 21:57:49 INFO Epoch 089 | Train Loss: 0.6215 | Val Loss: 0.6510 | Dice: 0.5156 | IoU: 0.4129 | LR: 0.000250
2025-06-11 21:58:11 INFO Early stopping at epoch 90 | Best Dice: 0.5496 at epoch 73
2025-06-11 21:58:40 INFO Test Loss: 0.6448 | Dice: 0.5111 | IoU: 0.4032
